SKW5714,OO5714,adb437,N982SW,CRJ2,,KDEN,2020-04-22 14:26:38+00:00,2020-04-22 15:53:21+00:00,2020-04-22 00:00:00+00:00,32.12732864638506,-110.76130146882971,2743.2,39.82749938964844,-104.68764595363449,1813.56
N4774D,,a5de03,N4774D,,KPOC,KPOC,2020-04-28 16:20:17+00:00,2020-04-28 17:29:37+00:00,2020-04-28 00:00:00+00:00,34.10440063476562,-117.8668212890625,609.6,34.105178833007805,-117.7849283023756,594.36
N350BT,,a3e4f8,N350BT,,KLDJ,6NJ8,2020-04-19 13:30:57+00:00,2020-04-19 13:41:19+00:00,2020-04-19 00:00:00+00:00,40.62318420410156,-74.3292236328125,304.8,40.66752288301112,-74.79373585094106,792.48
FDX94,FX94,abc591,N858FD,B77L,PANC,KOAK,2020-04-12 04:19:10+00:00,2020-04-12 08:11:29+00:00,2020-04-12 00:00:00+00:00,61.20599779032045,-150.018310546875,0.0,37.70810402045815,-122.2242139733356,-68.58
CHH7767,,781059,B-1538,B738,ZGSZ,,2020-04-23 23:33:27+00:00,2020-04-23 23:49:14+00:00,2020-04-23 00:00:00+00:00,22.67948913574219,113.7877974076705,304.8,21.97224426269531,112.6059681285511,8702.04
SKW4607,OO4607,ac3430,N886AS,CRJ2,,CYQG,2020-04-13 20:21:16+00:00,2020-04-13 21:15:25+00:00,2020-04-13 00:00:00+00:00,42.18000508971133,-76.10484988190404,2438.4,42.22499084472656,-82.94783852317119,1775.46
N4429Q,,a555ad,N4429Q,,WN51,KBVS,2020-04-08 17:55:03+00:00,2020-04-08 18:42:47+00:00,2020-04-08 00:00:00+00:00,48.49625926906779,-122.4499270790502,0.0,48.457248493776476,-122.4454458136308,251.46
BMJ1805,,a08dde,N135BA,,KTAD,K1V6,2020-04-09 00:47:25+00:00,2020-04-09 01:13:24+00:00,2020-04-09 00:00:00+00:00,37.33245849609375,-104.3370997652094,2438.4,38.42385864257812,-105.0961104683254,1668.78
UPS3,,a8180d,N620UP,,VHHH,OMDB,2020-04-16 03:40:06+00:00,2020-04-16 11:45:45+00:00,2020-04-16 00:00:00+00:00,22.303549556408896,113.92074584960942,-304.8,25.260466236179163,55.357995663049095,
N7812N,,aa96e8,N7812N,,KVGT,NV42,2020-04-14 14:08:08+00:00,2020-04-14 14:35:52+00:00,2020-04-14 00:00:00+00:00,36.208842649298205,-115.19533197930521,304.8,35.68565368652344,-115.5045318603516,2438.4
UPS1445,5X1445,a51770,N427UP,B752,KCLE,KPHL,2020-04-02 01:42:58+00:00,2020-04-02 02:35:19+00:00,2020-04-02 00:00:00+00:00,41.39250183105469,-81.89302617853338,609.6,39.8759765625,-75.219029965608,76.2
N825JF,,ab443c,N825JF,,MU24,MO85,2020-04-10 16:10:15+00:00,2020-04-10 16:24:26+00:00,2020-04-10 00:00:00+00:00,36.699689444849035,-93.01136422664558,1219.2,37.31538934222722,-92.80981312627377,1432.56
SWA4672,,a2a26d,N269WN,B737,KMCI,34CO,2020-04-25 22:29:01+00:00,2020-04-25 23:47:08+00:00,2020-04-25 00:00:00+00:00,39.31033894167108,-94.72430419921876,304.8,39.76184909626589,-104.6617431640625,1981.2
EC22S,,780b0c,,,VMMC,VHSK,2020-04-28 06:06:44+00:00,2020-04-28 06:19:39+00:00,2020-04-28 00:00:00+00:00,22.25262451171875,113.5900435014205,-304.8,22.50386383573888,113.954823811849,129.54
TPA4018,QT4018,a3a9d2,N335QT,A332,,14FA,2020-04-19 00:31:32+00:00,2020-04-19 00:41:59+00:00,2020-04-19 00:00:00+00:00,25.123078944319378,-79.59299339438384,4876.8,25.64053344726562,-80.29897054036456,998.22
N711LT,,a980d0,N711LT,C650,KADS,KADS,2020-04-07 15:14:55+00:00,2020-04-07 16:08:34+00:00,2020-04-07 00:00:00+00:00,32.96140509136652,-96.83332793566645,0.0,32.98198118048199,-96.84240847217792,220.98
N529RG,,a6abdb,N529RG,,,KTDF,2020-04-05 18:10:58+00:00,2020-04-05 18:50:04+00:00,2020-04-05 00:00:00+00:00,34.90752139333951,-78.83474349975586,2133.6,36.27008056640625,-78.93854141235352,548.64
N936LT,,acfcff,N936LT,,,16FD,2020-04-01 16:41:10+00:00,2020-04-01 16:55:46+00:00,2020-04-01 00:00:00+00:00,29.185546875,-81.3840778057392,2133.6,29.450109449483577,-81.405029296875,2255.52
FGNAR,,393411,F-GNAR,BE33,,LFXU,2020-04-19 12:43:33+00:00,2020-04-19 14:55:17+00:00,2020-04-19 00:00:00+00:00,43.7253066240731,4.322139195033482,1828.8,48.98617501986229,1.887552361739309,251.46
N6768R,,a8f582,N6768R,,,AR01,2020-04-01 21:19:30+00:00,2020-04-01 21:53:35+00:00,2020-04-01 00:00:00+00:00,34.392745971679695,-90.6383280851403,1219.2,33.1951904296875,-91.19998168945312,1310.64
JIA5561,OH5561,a6d857,N540EG,CRJ7,KDCA,AL16,2020-04-04 21:01:46+00:00,2020-04-04 22:29:15+00:00,2020-04-04 00:00:00+00:00,38.86564636230469,-77.040551227072,0.0,33.73566191075211,-86.64974212646484,2087.88
LLR918,,800c3b,VT-RKF,AT76,,VIDP,2020-04-01 16:48:05+00:00,2020-04-01 17:28:21+00:00,2020-04-01 00:00:00+00:00,27.3955078125,79.70000644899764,4876.8,28.55835478184587,77.12359260110293,266.7
KZR,,7c3635,,,YNAN,YCDR,2020-04-28 04:24:38+00:00,2020-04-28 05:25:42+00:00,2020-04-28 00:00:00+00:00,-26.74342346191406,151.9966269439122,1219.2,-26.807373046875,153.0982136276533,-7.62
CFFXD,,c00f8e,,,CYVR,CYYJ,2020-04-30 15:59:26+00:00,2020-04-30 16:13:28+00:00,2020-04-30 00:00:00+00:00,49.16880798339844,-123.22843111478359,304.8,48.66799047437765,-123.3977869937295,167.64
SPCUD,,488a63,SP-CUD,BE9L,EPPO,EPPO,2020-04-08 08:04:42+00:00,2020-04-08 08:28:19+00:00,2020-04-08 00:00:00+00:00,52.42021179199219,16.83006286621094,0.0,52.44333040916313,16.74818638392857,281.94
FD427,,7c19c9,VH-FDN,B350,,YWND,2020-04-19 03:52:00+00:00,2020-04-19 04:15:19+00:00,2020-04-19 00:00:00+00:00,-24.69406127929688,150.3848775227865,7620.0,-26.3056640625,151.6245428121315,2423.16
TONGA61,,ae01e3,96-3011,TEX2,,KRND,2020-04-20 19:35:20+00:00,2020-04-20 20:30:25+00:00,2020-04-20 00:00:00+00:00,28.943015922934322,-97.8603946461397,3048.0,29.54740362652277,-98.30221737132355,358.14
N531FC,,a6b4a4,N531FC,C680,,KFCM,2020-04-06 21:00:39+00:00,2020-04-06 21:17:28+00:00,2020-04-06 00:00:00+00:00,44.88264180846133,-95.59411769959983,7010.4000000000015,44.835205078125,-93.51529005097177,510.54
ASA866,AS866,a5d007,N474AS,B739,,KLAX,2020-04-14 03:48:12+00:00,2020-04-14 04:25:52+00:00,2020-04-14 00:00:00+00:00,34.07027939618644,-122.5517463684082,11887.2,33.938827514648445,-118.36916553730872,53.34
N31634,,a35ff9,N31634,,KDWH,7TA0,2020-04-25 15:54:17+00:00,2020-04-25 16:31:27+00:00,2020-04-25 00:00:00+00:00,30.07898363016419,-95.60028076171876,304.8,30.09136652542373,-95.66625366210934,365.76
UPS59,,a8180d,N620UP,,VHHH,PANC,2020-04-29 12:27:35+00:00,2020-04-29 21:51:59+00:00,2020-04-29 00:00:00+00:00,22.29899597167969,113.9065995649858,-304.8,61.16775512695312,-150.0589207240513,198.12
N625LS,,a829db,N625LS,,KDVT,KCHD,2020-04-30 19:24:20+00:00,2020-04-30 19:41:56+00:00,2020-04-30 00:00:00+00:00,33.687606811523445,-112.0842011120855,304.8,33.274096472788656,-111.80601158920601,434.34
ABG9604,,43be83,,,,EDFH,2020-04-22 13:16:07+00:00,2020-04-22 19:48:51+00:00,2020-04-22 00:00:00+00:00,53.26982116699219,89.45531354631697,10972.8,49.90264892578125,7.218523527446545,678.1800000000002
AAL1116,AA1116,ab5993,N830NN,B738,KMIA,KCLT,2020-04-21 14:23:09+00:00,2020-04-21 16:02:18+00:00,2020-04-21 00:00:00+00:00,25.79393005371094,-80.3576151529948,609.6,35.27467346191406,-80.94045639038086,563.88
N292DR,,a2fd43,N292DR,,KADS,KALN,2020-04-18 12:38:09+00:00,2020-04-18 15:28:44+00:00,2020-04-18 00:00:00+00:00,32.9673637778072,-96.83613057039221,0.0,38.91178894042969,-90.05451368248981,213.36
GTI3722,5Y3722,a0f8f9,N1619A,,1OA3,KMIA,2020-04-14 04:48:27+00:00,2020-04-14 06:45:40+00:00,2020-04-14 00:00:00+00:00,39.38365173339844,-83.83864029594088,1219.2,25.79708862304688,-80.39047241210938,510.54
FDX5028,,aca9bf,N915FD,B752,EDDK,EDDM,2020-04-22 19:33:25+00:00,2020-04-22 20:12:52+00:00,2020-04-22 00:00:00+00:00,50.860181905455505,7.1575927734375,304.8,48.34112548828125,11.75663874699519,411.48
CRK282,HX282,780aae,B-LNR,A333,VHHH,RCTP,2020-04-30 09:57:34+00:00,2020-04-30 11:07:29+00:00,2020-04-30 00:00:00+00:00,22.30174255371094,113.9154385653409,0.0,25.059814453125,121.2221272786458,53.34
ANA748,NH748,84b7b6,,,,RJTT,2020-04-09 02:09:44+00:00,2020-04-09 02:22:11+00:00,2020-04-09 00:00:00+00:00,35.78205173298464,140.1712880236037,3048.0,35.48780822753906,139.8419380187988,381.0
MEXFLY3,,ad552c,N9583M,,7TE7,7TE7,2020-04-16 14:24:30+00:00,2020-04-16 14:45:35+00:00,2020-04-16 00:00:00+00:00,26.374915171477753,-98.35499690129204,304.8,26.376708984375,-98.3181014150943,190.5
SWA1870,WN1870,a9d053,N731SA,B737,KLAS,KPHX,2020-04-22 15:14:01+00:00,2020-04-22 15:57:54+00:00,2020-04-22 00:00:00+00:00,36.07640075683594,-115.13025283813481,304.8,33.431076049804695,-112.0150634765625,297.18
N560PC,,a72832,N560PC,,,KTTD,2020-04-09 23:24:05+00:00,2020-04-09 23:57:55+00:00,2020-04-09 00:00:00+00:00,45.54254150390625,-121.33581978934151,2438.4,45.53778076171875,-122.3394993373326,472.44
AIC131,AI131,800c3e,,,VABB,EGLL,2020-04-08 20:52:36+00:00,2020-04-09 06:11:37+00:00,2020-04-09 00:00:00+00:00,19.088896411960413,72.87974270907316,0.0,51.477464578919495,-0.487518310546875,-53.34
N543RR,,a6e498,N543RR,,KRHV,KO15,2020-04-21 19:35:21+00:00,2020-04-21 20:01:40+00:00,2020-04-21 00:00:00+00:00,37.33360290527344,-121.81967877327129,-304.8,37.482421875,-120.6953917158411,-38.1
SIA827,SQ827,76cc64,,,,WSSS,2020-04-29 00:52:38+00:00,2020-04-29 05:00:27+00:00,2020-04-29 00:00:00+00:00,26.89415883209746,121.1575962946965,10972.8,1.414947509765625,104.0053338519597,281.94
N441DT,,a54eb1,N441DT,G280,,KOMA,2020-04-29 16:08:04+00:00,2020-04-29 16:40:21+00:00,2020-04-29 00:00:00+00:00,39.06072584249205,-93.32000732421876,3048.0,41.27232955673993,-95.86126847700638,464.82000000000016
UPS888,,a55b49,N444UP,B752,KONT,KABQ,2020-04-21 09:50:56+00:00,2020-04-21 11:03:22+00:00,2020-04-21 00:00:00+00:00,34.05514991889566,-117.6255226135254,609.6,35.029767569849035,-106.6215133666992,1584.96
N858PG,,abc65c,,,44TN,KTYS,2020-04-28 15:01:22+00:00,2020-04-28 15:12:18+00:00,2020-04-28 00:00:00+00:00,35.89727783203125,-84.10011291503906,1219.2,35.7963432699947,-84.0086527073637,251.46
SNJ82,,86cf09,JA805X,B738,,RJTT,2020-04-15 12:10:03+00:00,2020-04-15 13:04:27+00:00,2020-04-15 00:00:00+00:00,32.29751586914062,133.05822143554693,12192.0,35.48483276367188,139.84331130981448,350.52
ACA162,AC162,c02262,C-FNAN,E190,,CYYZ,2020-04-15 13:27:56+00:00,2020-04-15 16:40:21+00:00,2020-04-15 00:00:00+00:00,53.378704523636124,-113.2909348431756,2743.2,43.68301391601562,-79.58585517351014,243.84
YKP,,7c7af7,,,YPAD,YPPF,2020-04-14 09:50:17+00:00,2020-04-14 10:00:39+00:00,2020-04-14 00:00:00+00:00,-34.85249664823891,138.4964561462402,304.8,-34.805191040039055,138.6296922333387,-30.48
JIA9927,,a6aac2,N529EA,CRJ7,KPHL,KDAY,2020-04-22 14:21:17+00:00,2020-04-22 15:44:34+00:00,2020-04-22 00:00:00+00:00,39.87181091308594,-75.23956962253737,0.0,39.88819186970339,-84.2276611328125,304.8
N13AL,,a078e3,N13AL,,PABG,PANC,2020-04-30 04:11:32+00:00,2020-04-30 04:22:45+00:00,2020-04-30 00:00:00+00:00,61.24443054199219,-151.0148293631417,914.4,61.169733597060386,-150.03824869791669,274.32
ASA7006,,a82c98,N626AS,,KSEA,PANC,2020-04-21 16:45:34+00:00,2020-04-21 21:32:31+00:00,2020-04-21 00:00:00+00:00,47.45022583007812,-122.3079071044922,0.0,61.16976928710938,-150.0301797049386,160.02
SEJPT,,4aaa14,SE-JPT,B429,ESMS,ESMS,2020-04-11 18:24:32+00:00,2020-04-11 20:20:12+00:00,2020-04-11 00:00:00+00:00,55.532630015227745,13.36280822753906,0.0,55.534259343551376,13.36315155029297,53.34
DKING,,3e7268,D-KING,DIMO,EDXU,EDXU,2020-04-26 10:57:25+00:00,2020-04-26 12:29:12+00:00,2020-04-26 00:00:00+00:00,53.313671047404654,8.937135584214154,609.6,53.25215148925781,8.873500279017858,525.78
N24352,,a23e46,,,KCRQ,KCRQ,2020-04-28 21:27:19+00:00,2020-04-28 23:11:20+00:00,2020-04-28 00:00:00+00:00,33.128173828125,-117.28064575195309,0.0,33.12954711914062,-117.2722412109375,30.48
SWA476,,a4e4fd,N414WN,B737,KPHX,KOAK,2020-04-16 22:05:36+00:00,2020-04-16 23:37:02+00:00,2020-04-16 00:00:00+00:00,33.431076049804695,-112.00643920898442,304.8,37.70333862304688,-122.2170565990691,0.0
N604WB,,a7d811,N604WB,CL64,KSNA,KBLI,2020-04-16 16:33:56+00:00,2020-04-16 18:59:45+00:00,2020-04-16 00:00:00+00:00,33.66201627052436,-117.8778076171875,0.0,48.82479858398438,-122.54495474008421,137.16
JAL464,,850dae,JA302J,B738,,RJTL,2020-04-17 11:34:52+00:00,2020-04-17 12:23:12+00:00,2020-04-17 00:00:00+00:00,33.973526000976555,134.7853742327009,2743.2,35.59959411621094,140.1556205749512,1699.26
SOO917,9S917,a339fb,N307GT,B734,,KMKE,2020-04-08 00:54:24+00:00,2020-04-08 02:11:52+00:00,2020-04-08 00:00:00+00:00,49.67738264698093,-96.7972709037162,6096.0,43.05081125033104,-87.67626081194197,1005.84
N208BA,,a1afd5,N208BA,C208,KESW,KBFI,2020-04-16 16:37:05+00:00,2020-04-16 16:56:29+00:00,2020-04-16 00:00:00+00:00,47.28240966796875,-121.2158203125,2438.4,47.536212468551376,-122.3077627328726,-99.06
MEDVC4C,,710022,HZ-MS4C,G450,OERY,,2020-04-28 17:41:06+00:00,2020-04-28 17:54:49+00:00,2020-04-28 00:00:00+00:00,24.71420288085938,46.72520955403647,609.6,24.600064552436443,45.49184547280366,9845.04
N795CW,,aacadf,N795CW,,KSFQ,KSFQ,2020-04-04 15:46:43+00:00,2020-04-04 15:58:15+00:00,2020-04-04 00:00:00+00:00,36.70774298199152,-76.58131051570807,0.0,36.66494750976562,-76.57379150390625,304.8
JJA125,,71c295,HL8295,B738,RKSS,,2020-04-09 06:52:32+00:00,2020-04-09 07:04:53+00:00,2020-04-09 00:00:00+00:00,37.566911083156775,126.77750960640292,0.0,36.59738159179688,126.82971954345699,6705.6
HMF001,,4aaa48,SE-JRH,A139,ESSN,ESSN,2020-04-23 13:26:08+00:00,2020-04-23 14:36:01+00:00,2020-04-23 00:00:00+00:00,59.73518371582031,18.70953369140625,0.0,59.72799682617188,18.6932373046875,83.82000000000002
N730CD,,a9cb41,N730CD,,,KCOS,2020-04-11 16:44:31+00:00,2020-04-11 17:11:34+00:00,2020-04-11 00:00:00+00:00,38.92842438261388,-103.29925537109379,3048.0,38.80636441505561,-104.71636962890621,1897.38
FDX1675,FX1675,aacb19,N795FD,B752,KMSN,K2R2,2020-04-03 02:51:59+00:00,2020-04-03 03:34:48+00:00,2020-04-03 00:00:00+00:00,43.13163757324219,-89.34184229651163,0.0,39.7518310546875,-86.40496295431387,1584.96
N236DR,,a21f25,,,DE23,KILG,2020-04-12 16:26:41+00:00,2020-04-12 16:59:16+00:00,2020-04-12 00:00:00+00:00,38.73019409179688,-75.41660474694294,914.4,39.70091221696239,-75.60015869140625,68.58
N7531M,,aa27b5,N7531M,,KCPM,KCPM,2020-04-21 23:49:49+00:00,2020-04-22 00:41:49+00:00,2020-04-22 00:00:00+00:00,33.889663696289055,-118.24399987045601,0.0,33.88951705673993,-118.23806762695308,0.0
N6YJ,,a7c4bc,N6YJ,B407,KHOU,TS07,2020-04-15 21:45:11+00:00,2020-04-15 22:02:12+00:00,2020-04-15 00:00:00+00:00,29.7269090555482,-95.30725815716913,0.0,29.9652099609375,-95.69167193244488,121.92
AAL1650,AA1650,adb29f,N982AN,B738,KCLT,KORD,2020-04-08 17:39:52+00:00,2020-04-08 19:12:38+00:00,2020-04-08 00:00:00+00:00,35.26913917670815,-80.98279587765958,914.4,41.96577169127383,-87.88340723791788,312.42
N365ES,,a41f54,N365ES,,KCCB,KCCB,2020-04-14 20:55:42+00:00,2020-04-14 21:38:02+00:00,2020-04-14 00:00:00+00:00,34.131820678710945,-117.68341687260842,914.4,34.099777221679695,-117.68089450135521,662.9400000000002
SNC360,,a40ddd,N360SA,SH36,KSDF,7II7,2020-04-30 06:35:03+00:00,2020-04-30 07:37:04+00:00,2020-04-30 00:00:00+00:00,38.168459100238344,-85.74214106020719,304.8,41.27228300450211,-85.59573086825287,944.88
NRN,,7c4441,,,YSBK,YSBK,2020-04-14 04:40:32+00:00,2020-04-14 05:20:29+00:00,2020-04-14 00:00:00+00:00,-33.917727712857534,150.9781265258789,0.0,-33.93255615234375,151.0046137595663,30.48
ANA373,NH373,869278,JA78AN,B738,,,2020-04-03 09:32:32+00:00,2020-04-03 10:23:29+00:00,2020-04-03 00:00:00+00:00,34.99047748113082,135.7404899597168,9144.0,33.31413139731197,130.1784032704879,3291.84
DLH8WY,LH2020,3c4dd1,D-ACNQ,CRJ9,EDDM,EDDL,2020-04-27 13:47:46+00:00,2020-04-27 14:35:29+00:00,2020-04-27 00:00:00+00:00,48.3431396484375,11.783541165865381,304.8,51.28812789916992,6.769879315350508,91.44
WEN3510,,c05095,C-GENK,DH8D,CYYZ,CYUL,2020-04-14 18:10:42+00:00,2020-04-14 19:05:58+00:00,2020-04-14 00:00:00+00:00,43.684154445842154,-79.64970179966518,0.0,45.47007751464844,-73.72512817382812,30.48
SH242,,ae58e7,,,KPNS,4AL6,2020-04-25 14:05:56+00:00,2020-04-25 14:45:40+00:00,2020-04-25 00:00:00+00:00,30.44567560745498,-87.1785461425781,304.8,30.47438049316406,-87.66788258272061,1043.94
AAL1076,AA1076,a0c42c,N149AN,A321,KDFW,KBNA,2020-04-04 00:06:56+00:00,2020-04-04 01:20:42+00:00,2020-04-04 00:00:00+00:00,32.90029907226562,-97.02976684570315,304.8,36.09658813476562,-86.69065475463867,205.74
UPS2062,5X2062,a2c9bb,N279UP,MD11,KSDF,,2020-04-28 20:55:04+00:00,2020-04-28 22:13:14+00:00,2020-04-28 00:00:00+00:00,38.15775208554025,-85.72142227836275,304.8,42.0010986328125,-73.67955988103694,3314.7
MIZ,,7c3df9,,,YSCB,YSCB,2020-04-22 01:31:24+00:00,2020-04-22 03:06:58+00:00,2020-04-22 00:00:00+00:00,-35.30279644465043,149.188375270113,609.6,-35.313643116062,149.2040366314827,579.12
N316PM,,a35e6c,N316PM,PC12,,KAPA,2020-04-10 05:24:40+00:00,2020-04-10 05:43:59+00:00,2020-04-10 00:00:00+00:00,40.9515380859375,-105.0369123979048,6400.8,39.59321594238281,-104.8519035007643,1767.84
N191GT,,a16c8a,N191GT,,FL57,FA83,2020-04-08 15:45:09+00:00,2020-04-08 16:35:48+00:00,2020-04-08 00:00:00+00:00,28.540571826999468,-81.51252297794116,304.8,28.76861572265625,-81.73410855806787,464.82000000000016
CSC8703,3U8703,7811e1,,,,ZGSZ,2020-04-13 03:53:09+00:00,2020-04-13 05:34:46+00:00,2020-04-13 00:00:00+00:00,29.65777587890625,104.8564734825721,9448.8,22.6064649678893,113.81113688151041,91.44
N6185F,,a80f83,N6185F,,61WA,KPAE,2020-04-12 15:46:21+00:00,2020-04-12 16:07:58+00:00,2020-04-12 00:00:00+00:00,48.48257291114936,-122.9529129831415,304.8,47.89014913268008,-122.28515625,121.92
HDA615,KA615,780a95,B-LBK,A333,,VHHH,2020-04-27 12:40:09+00:00,2020-04-27 13:15:49+00:00,2020-04-27 00:00:00+00:00,23.38572692871094,116.607588334517,9144.0,22.2959615416446,113.89724731445308,-7.62
CSZ9883,,7809d8,B-5737,B738,ZGSZ,,2020-04-23 07:52:02+00:00,2020-04-23 08:09:19+00:00,2020-04-23 00:00:00+00:00,22.67857360839844,113.78824684836651,609.6,23.90969486559852,114.8099791328862,8671.560000000001
BCS10T,,3c70b1,D-ALEQ,B752,EDDP,LEMD,2020-04-22 01:34:05+00:00,2020-04-22 03:48:20+00:00,2020-04-22 00:00:00+00:00,51.41276550292969,12.229267842060812,0.0,40.41206359863281,-3.50225830078125,990.6
N508BH,,a657c9,N508BH,C208,KFUL,KFUL,2020-04-23 17:12:18+00:00,2020-04-23 19:10:28+00:00,2020-04-23 00:00:00+00:00,33.87249755859375,-117.9773011499522,0.0,33.8729444600768,-117.9750823974609,22.86
UAE9888,,89616d,A6-EFG,B77L,,,2020-04-18 05:07:13+00:00,2020-04-18 10:38:12+00:00,2020-04-18 00:00:00+00:00,25.213204076734645,55.54464664099352,2133.6,28.20097325211864,108.1050379136029,12527.28
ENY3894,MQ3894,a2c1b6,N277NN,,KSAT,KORD,2020-03-31 23:10:04+00:00,2020-04-01 01:40:38+00:00,2020-04-01 00:00:00+00:00,29.56036376953125,-98.43047508826623,609.6,41.97246357546014,-87.91593507278799,
N142HG,,a0aad4,N142HG,,KPAO,KSBP,2020-04-04 20:18:11+00:00,2020-04-04 21:13:34+00:00,2020-04-04 00:00:00+00:00,37.46127319335938,-122.11519931225071,0.0,35.36438505528336,-120.72677287649599,1082.04
UPS751,5X751,a25d05,N251UP,MD11,KDFW,KSDF,2020-04-02 02:18:33+00:00,2020-04-02 03:46:08+00:00,2020-04-02 00:00:00+00:00,32.887527465820305,-97.03020629882809,304.8,38.12974548339844,-85.72988307222404,281.94
LAE1804,L71804,a6cf20,N538LA,,MROC,KMIA,2020-04-19 15:49:47+00:00,2020-04-19 18:08:33+00:00,2020-04-19 00:00:00+00:00,9.996767205707098,-84.20116029936692,914.4,25.78170776367188,-80.4205322265625,571.5
N223LA,,a1ed21,N223LA,AS50,KVNY,KHHR,2020-04-25 02:54:48+00:00,2020-04-25 03:49:57+00:00,2020-04-25 00:00:00+00:00,34.20774815446239,-118.4457778930664,304.8,34.05519647113347,-118.2289695739746,160.02
UPS295,,a53013,N433UP,B752,LKPR,EDDK,2020-04-06 21:08:05+00:00,2020-04-06 22:07:05+00:00,2020-04-06 00:00:00+00:00,50.103754593154136,14.231229215054901,304.8,50.851243875794495,7.1714019775390625,30.48
N2485X,,a250d4,N2485X,,NR02,NR02,2020-04-14 15:20:37+00:00,2020-04-14 15:41:50+00:00,2020-04-14 00:00:00+00:00,35.31462071305614,-80.0697034470578,609.6,35.26364135742188,-79.93766784667969,1600.2
AEE4700,,46b8a2,,,LGAV,LIMC,2020-04-16 08:38:55+00:00,2020-04-16 10:46:09+00:00,2020-04-16 00:00:00+00:00,37.987324342889295,24.00088766346807,1524.0,45.623241359904654,8.724861145019531,137.16
HBGMM,,4b111c,,,EDFE,EDGB,2020-04-25 11:13:15+00:00,2020-04-25 11:36:59+00:00,2020-04-25 00:00:00+00:00,49.960559909626596,8.635996225717905,0.0,50.65676879882812,8.162914075349505,914.4
ASH6058,,ab3edd,N82333,E75L,KIAH,TX05,2020-04-28 01:19:34+00:00,2020-04-28 01:46:16+00:00,2020-04-28 00:00:00+00:00,29.952501200013238,-95.35198974609376,609.6,30.23524475097656,-97.65881706686581,320.04
UPS844,5X844,a2ac03,N271UP,MD11,KSDF,,2020-04-04 08:44:50+00:00,2020-04-04 10:54:28+00:00,2020-04-04 00:00:00+00:00,38.137594966565146,-85.73652847953463,304.8,41.48991394042969,-105.8263050426136,9768.84
AAL815,,ab15ba,N813NN,B738,KORD,KPHX,2020-04-27 21:01:21+00:00,2020-04-28 00:08:27+00:00,2020-04-28 00:00:00+00:00,41.95188903808594,-87.90148648348725,304.8,33.44084658865201,-111.99709522480872,365.76
